PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"19234123","Temperature- and age-dependent seizures in a mouse model of severe myoclonic epilepsy in infancy","Oakley JC, Kalume F, Yu FH, Scheuer T, Catterall WA.","Proc Natl Acad Sci U S A. 2009 Mar 10;106(10):3994-9. doi: 10.1073/pnas.0813330106. Epub 2009 Feb 20.","Oakley JC","Proc Natl Acad Sci U S A","2009","2009/02/24","PMC2656193","","10.1073/pnas.0813330106"
"23838748","Functional characterization of a novel C-terminal ATP1A2 mutation causing hemiplegic migraine and epilepsy","Pisano T, Spiller S, Mei D, Guerrini R, Cianchetti C, Friedrich T, Pruna D.","Cephalalgia. 2013 Dec;33(16):1302-10. doi: 10.1177/0333102413495116. Epub 2013 Jul 9.","Pisano T","Cephalalgia","2013","2013/07/11","","","10.1177/0333102413495116"
"32282878","Bi-allelic GAD1 variants cause a neonatal onset syndromic developmental and epileptic encephalopathy","Chatron N, Becker F, Morsy H, Schmidts M, Hardies K, Tuysuz B, Roselli S, Najafi M, Alkaya DU, Ashrafzadeh F, Nabil A, Omar T, Maroofian R, Karimiani EG, Hussien H, Kok F, Ramos L, Gunes N, Bilguvar K, Labalme A, Alix E, Sanlaville D, de Bellescize J, Poulat AL; EuroEpinomics-RES consortium AR working group, Moslemi AR, Lerche H, May P, Lesca G, Weckhuysen S, Tajsharghi H.","Brain. 2020 May 1;143(5):1447-1461. doi: 10.1093/brain/awaa085.","Chatron N","Brain","2020","2020/04/14","PMC7241960","","10.1093/brain/awaa085"
"28490751","Unexpected Efficacy of a Novel Sodium Channel Modulator in Dravet Syndrome","Anderson LL, Hawkins NA, Thompson CH, Kearney JA, George AL Jr.","Sci Rep. 2017 May 10;7(1):1682. doi: 10.1038/s41598-017-01851-9.","Anderson LL","Sci Rep","2017","2017/05/12","PMC5431801","","10.1038/s41598-017-01851-9"
"30324621","γ-Aminobutyric acid receptor alpha 1 subunit loss of function causes genetic generalized epilepsy by impairing inhibitory network neurodevelopment","Samarut É, Swaminathan A, Riché R, Liao M, Hassan-Abdi R, Renault S, Allard M, Dufour L, Cossette P, Soussi-Yanicostas N, Drapeau P.","Epilepsia. 2018 Nov;59(11):2061-2074. doi: 10.1111/epi.14576. Epub 2018 Oct 15.","Samarut É","Epilepsia","2018","2018/10/17","","","10.1111/epi.14576"
"29708509","DEPDC5 takes a second hit in familial focal epilepsy","Anderson MP.","J Clin Invest. 2018 Jun 1;128(6):2194-2196. doi: 10.1172/JCI121052. Epub 2018 Apr 30.","Anderson MP","J Clin Invest","2018","2018/05/01","PMC5983308","","10.1172/JCI121052"
"29534297","De novo hotspot variants in CYFIP2 cause early-onset epileptic encephalopathy","Nakashima M, Kato M, Aoto K, Shiina M, Belal H, Mukaida S, Kumada S, Sato A, Zerem A, Lerman-Sagie T, Lev D, Leong HY, Tsurusaki Y, Mizuguchi T, Miyatake S, Miyake N, Ogata K, Saitsu H, Matsumoto N.","Ann Neurol. 2018 Apr;83(4):794-806. doi: 10.1002/ana.25208.","Nakashima M","Ann Neurol","2018","2018/03/14","","","10.1002/ana.25208"
"26168288","L-type Calcium Channel Blockers Enhance Trafficking and Function of Epilepsy-associated α1(D219N) Subunits of GABA(A) Receptors","Han DY, Guan BJ, Wang YJ, Hatzoglou M, Mu TW.","ACS Chem Biol. 2015 Sep 18;10(9):2135-48. doi: 10.1021/acschembio.5b00479. Epub 2015 Jul 21.","Han DY","ACS Chem Biol","2015","2015/07/14","","","10.1021/acschembio.5b00479"
"32471306","Association of A Novel Splice Site Mutation in P/Q-Type Calcium Channels with Childhood Epilepsy and Late-Onset Slowly Progressive Non-Episodic Cerebellar Ataxia","Stendel C, D'Adamo MC, Wiessner M, Dusl M, Cenciarini M, Belia S, Nematian-Ardestani E, Bauer P, Senderek J, Klopstock T, Pessia M.","Int J Mol Sci. 2020 May 27;21(11):3810. doi: 10.3390/ijms21113810.","Stendel C","Int J Mol Sci","2020","2020/05/31","PMC7312673","","10.3390/ijms21113810"
"30813884","Further corroboration of distinct functional features in SCN2A variants causing intellectual disability or epileptic phenotypes","Begemann A, Acuña MA, Zweier M, Vincent M, Steindl K, Bachmann-Gagescu R, Hackenberg A, Abela L, Plecko B, Kroell-Seger J, Baumer A, Yamakawa K, Inoue Y, Asadollahi R, Sticht H, Zeilhofer HU, Rauch A.","Mol Med. 2019 Feb 27;25(1):6. doi: 10.1186/s10020-019-0073-6.","Begemann A","Mol Med","2019","2019/03/01","PMC6391808","","10.1186/s10020-019-0073-6"
"26280581","Analysis of conditional heterozygous STXBP1 mutations in human neurons","Patzke C, Han Y, Covy J, Yi F, Maxeiner S, Wernig M, Südhof TC.","J Clin Invest. 2015 Sep;125(9):3560-71. doi: 10.1172/JCI78612. Epub 2015 Aug 17.","Patzke C","J Clin Invest","2015","2015/08/18","PMC4588304","","10.1172/JCI78612"
"31590334","Defective Excitatory/Inhibitory Synaptic Balance and Increased Neuron Apoptosis in a Zebrafish Model of Dravet Syndrome","Brenet A, Hassan-Abdi R, Somkhit J, Yanicostas C, Soussi-Yanicostas N.","Cells. 2019 Oct 4;8(10):1199. doi: 10.3390/cells8101199.","Brenet A","Cells","2019","2019/10/09","PMC6829503","","10.3390/cells8101199"
"21633362","Loss-of-function mutation of collybistin is responsible for X-linked mental retardation associated with epilepsy","Shimojima K, Sugawara M, Shichiji M, Mukaida S, Takayama R, Imai K, Yamamoto T.","J Hum Genet. 2011 Aug;56(8):561-5. doi: 10.1038/jhg.2011.58. Epub 2011 Jun 2.","Shimojima K","J Hum Genet","2011","2011/06/03","","","10.1038/jhg.2011.58"
"30078785","Biallelic loss-of-function UBA5 mutations in a patient with intractable West syndrome and profound failure to thrive","Daida A, Hamano SI, Ikemoto S, Matsuura R, Nakashima M, Matsumoto N, Kato M.","Epileptic Disord. 2018 Aug 1;20(4):313-318. doi: 10.1684/epd.2018.0981.","Daida A","Epileptic Disord","2018","2018/08/07","","","10.1684/epd.2018.0981"
"19204046","{beta} subunit-specific modulations of BK channel function by a mutation associated with epilepsy and dyskinesia","Lee US, Cui J.","J Physiol. 2009 Apr 1;587(Pt 7):1481-98. doi: 10.1113/jphysiol.2009.169243. Epub 2009 Feb 9.","Lee US","J Physiol","2009","2009/02/11","PMC2678220","","10.1113/jphysiol.2009.169243"
"24114805","The α2B-adrenergic receptor is mutant in cortical myoclonus and epilepsy","De Fusco M, Vago R, Striano P, Di Bonaventura C, Zara F, Mei D, Kim MS, Muallem S, Chen Y, Wang Q, Guerrini R, Casari G.","Ann Neurol. 2014 Jan;75(1):77-87. doi: 10.1002/ana.24028. Epub 2014 Jan 2.","De Fusco M","Ann Neurol","2014","2013/10/12","PMC3932827","NIHMS531952","10.1002/ana.24028"
"25227913","Convulsive seizures and SUDEP in a mouse model of SCN8A epileptic encephalopathy","Wagnon JL, Korn MJ, Parent R, Tarpey TA, Jones JM, Hammer MF, Murphy GG, Parent JM, Meisler MH.","Hum Mol Genet. 2015 Jan 15;24(2):506-15. doi: 10.1093/hmg/ddu470. Epub 2014 Sep 16.","Wagnon JL","Hum Mol Genet","2015","2014/09/18","PMC4275076","","10.1093/hmg/ddu470"
"32761786","Modulation of GABAergic dysfunction due to SCN1A mutation linked to Hippocampal Sclerosis","Ruffolo G, Martinello K, Labate A, Cifelli P, Fucile S, Di Gennaro G, Quattrone A, Esposito V, Limatola C, Giangaspero F, Aronica E, Palma E, Gambardella A.","Ann Clin Transl Neurol. 2020 Sep;7(9):1726-1731. doi: 10.1002/acn3.51150. Epub 2020 Aug 5.","Ruffolo G","Ann Clin Transl Neurol","2020","2020/08/08","PMC7480916","","10.1002/acn3.51150"
"20943930","Slow degradation and aggregation in vitro of mutant GABAA receptor gamma2(Q351X) subunits associated with epilepsy","Kang JQ, Shen W, Lee M, Gallagher MJ, Macdonald RL.","J Neurosci. 2010 Oct 13;30(41):13895-905. doi: 10.1523/JNEUROSCI.2320-10.2010.","Kang JQ","J Neurosci","2010","2010/10/15","PMC2976503","NIHMS244763","10.1523/JNEUROSCI.2320-10.2010"
"28812061","Behavioral Comorbidities and Drug Treatments in a Zebrafish scn1lab Model of Dravet Syndrome","Grone BP, Qu T, Baraban SC.","eNeuro. 2017 Aug 14;4(4):ENEURO.0066-17.2017. doi: 10.1523/ENEURO.0066-17.2017. eCollection 2017 Jul-Aug.","Grone BP","eNeuro","2017","2017/08/17","PMC5555352","","10.1523/ENEURO.0066-17.2017"
"27521439","Phenotypic spectrum of GABRA1: From generalized epilepsies to severe epileptic encephalopathies","Johannesen K, Marini C, Pfeffer S, Møller RS, Dorn T, Niturad CE, Gardella E, Weber Y, Søndergård M, Hjalgrim H, Nikanorova M, Becker F, Larsen LH, Dahl HA, Maier O, Mei D, Biskup S, Klein KM, Reif PS, Rosenow F, Elias AF, Hudson C, Helbig KL, Schubert-Bast S, Scordo MR, Craiu D, Djémié T, Hoffman-Zacharska D, Caglayan H, Helbig I, Serratosa J, Striano P, De Jonghe P, Weckhuysen S, Suls A, Muru K, Talvik I, Talvik T, Muhle H, Borggraefe I, Rost I, Guerrini R, Lerche H, Lemke JR, Rubboli G, Maljevic S.","Neurology. 2016 Sep 13;87(11):1140-51. doi: 10.1212/WNL.0000000000003087. Epub 2016 Aug 12.","Johannesen K","Neurology","2016","2016/08/14","","","10.1212/WNL.0000000000003087"
"31096839","Milk-whey diet substantially suppresses seizure-like phenotypes of para(Shu), a Drosophila voltage-gated sodium channel mutant","Kasuya J, Iyengar A, Chen HL, Lansdon P, Wu CF, Kitamoto T.","J Neurogenet. 2019 Sep;33(3):164-178. doi: 10.1080/01677063.2019.1597082. Epub 2019 May 16.","Kasuya J","J Neurogenet","2019","2019/05/18","PMC6641994","NIHMS1033982","10.1080/01677063.2019.1597082"
"25740509","Early-onset epileptic encephalopathy caused by gain-of-function mutations in the voltage sensor of Kv7.2 and Kv7.3 potassium channel subunits","Miceli F, Soldovieri MV, Ambrosino P, De Maria M, Migliore M, Migliore R, Taglialatela M.","J Neurosci. 2015 Mar 4;35(9):3782-93. doi: 10.1523/JNEUROSCI.4423-14.2015.","Miceli F","J Neurosci","2015","2015/03/06","PMC6605567","","10.1523/JNEUROSCI.4423-14.2015"
"33085104","Progressive Myoclonus Epilepsy Caused by a Homozygous Splicing Variant of SLC7A6OS","Mazzola L, Oliver KL, Labalme A, Baykan B, Muona M, Joensuu TH, Courage C, Chatron N, Borsani G, Alix E, Ramond F, Touraine R, Bahlo M, Bebek N, Berkovic SF, Lehesjoki AE, Lesca G.","Ann Neurol. 2021 Feb;89(2):402-407. doi: 10.1002/ana.25941. Epub 2020 Nov 5.","Mazzola L","Ann Neurol","2021","2020/10/21","","","10.1002/ana.25941"
"29844171","Dynamic action potential clamp predicts functional separation in mild familial and severe de novo forms of SCN2A epilepsy","Berecki G, Howell KB, Deerasooriya YH, Cilio MR, Oliva MK, Kaplan D, Scheffer IE, Berkovic SF, Petrou S.","Proc Natl Acad Sci U S A. 2018 Jun 12;115(24):E5516-E5525. doi: 10.1073/pnas.1800077115. Epub 2018 May 29.","Berecki G","Proc Natl Acad Sci U S A","2018","2018/05/31","PMC6004444","","10.1073/pnas.1800077115"
"27355630","Gene-Expression Profiling Suggests Impaired Signaling via the Interferon Pathway in Cstb-/- Microglia","Körber I, Katayama S, Einarsdottir E, Krjutškov K, Hakala P, Kere J, Lehesjoki AE, Joensuu T.","PLoS One. 2016 Jun 29;11(6):e0158195. doi: 10.1371/journal.pone.0158195. eCollection 2016.","Körber I","PLoS One","2016","2016/06/30","PMC4927094","","10.1371/journal.pone.0158195"
"31926053","Expanding the genotype-phenotype correlation of de novo heterozygous missense variants in YWHAG as a cause of developmental and epileptic encephalopathy","Kanani F, Titheradge H, Cooper N, Elmslie F, Lees MM, Juusola J, Pisani L, McKenna C, Mignot C, Valence S, Keren B, Lachlan K; DDD Study, Balasubramanian M.","Am J Med Genet A. 2020 Apr;182(4):713-720. doi: 10.1002/ajmg.a.61483. Epub 2020 Jan 11.","Kanani F","Am J Med Genet A","2020","2020/01/12","","","10.1002/ajmg.a.61483"
"23542701","Mutations of DEPDC5 cause autosomal dominant focal epilepsies","Ishida S, Picard F, Rudolf G, Noé E, Achaz G, Thomas P, Genton P, Mundwiller E, Wolff M, Marescaux C, Miles R, Baulac M, Hirsch E, Leguern E, Baulac S.","Nat Genet. 2013 May;45(5):552-5. doi: 10.1038/ng.2601. Epub 2013 Mar 31.","Ishida S","Nat Genet","2013","2013/04/02","PMC5010101","EMS63557","10.1038/ng.2601"
"33442870","R1617Q epilepsy mutation slows Na(V) 1.6 sodium channel inactivation and increases the persistent current and neuronal firing","Poulin H, Chahine M.","J Physiol. 2021 Mar;599(5):1651-1664. doi: 10.1113/JP280838. Epub 2021 Jan 26.","Poulin H","J Physiol","2021","2021/01/14","","","10.1113/JP280838"
"32505479","KCNT1-positive epilepsy of infancy with migrating focal seizures successfully treated with nonnarcotic antitussive drugs after treatment failure with quinidine: A case report","Takase C, Shirai K, Matsumura Y, Watanabe T, Watanabe A, Hirasawa-Inoue A, Mizuguchi T, Matsumoto N, Sugai K, Hayashi M.","Brain Dev. 2020 Sep;42(8):607-611. doi: 10.1016/j.braindev.2020.05.002. Epub 2020 Jun 3.","Takase C","Brain Dev","2020","2020/06/08","","","10.1016/j.braindev.2020.05.002"
"30660924","Progressive myoclonus epilepsy caused by a gain-of-function KCNA2 mutation","Canafoglia L, Castellotti B, Ragona F, Freri E, Granata T, Chiapparini L, Gellera C, Scaioli V, Franceschetti S, DiFrancesco JC.","Seizure. 2019 Feb;65:106-108. doi: 10.1016/j.seizure.2019.01.005. Epub 2019 Jan 8.","Canafoglia L","Seizure","2019","2019/01/21","","","10.1016/j.seizure.2019.01.005"
"23724059","PPAR-alpha agonists as novel antiepileptic drugs: preclinical findings","Puligheddu M, Pillolla G, Melis M, Lecca S, Marrosu F, De Montis MG, Scheggi S, Carta G, Murru E, Aroni S, Muntoni AL, Pistis M.","PLoS One. 2013 May 27;8(5):e64541. doi: 10.1371/journal.pone.0064541. Print 2013.","Puligheddu M","PLoS One","2013","2013/06/01","PMC3664607","","10.1371/journal.pone.0064541"
"15502825","Infantile-onset symptomatic epilepsy syndrome caused by a homozygous loss-of-function mutation of GM3 synthase","Simpson MA, Cross H, Proukakis C, Priestman DA, Neville DC, Reinkensmeier G, Wang H, Wiznitzer M, Gurtz K, Verganelaki A, Pryde A, Patton MA, Dwek RA, Butters TD, Platt FM, Crosby AH.","Nat Genet. 2004 Nov;36(11):1225-9. doi: 10.1038/ng1460. Epub 2004 Oct 24.","Simpson MA","Nat Genet","2004","2004/10/27","","","10.1038/ng1460"
"27265003","Evaluation of non-coding variation in GLUT1 deficiency","Liu YC, Lee JW, Bellows ST, Damiano JA, Mullen SA, Berkovic SF, Bahlo M, Scheffer IE, Hildebrand MS; Clinical Group.","Dev Med Child Neurol. 2016 Dec;58(12):1295-1302. doi: 10.1111/dmcn.13163. Epub 2016 Jun 6.","Liu YC","Dev Med Child Neurol","2016","2016/06/07","","","10.1111/dmcn.13163"
"31747610","The X-Linked Intellectual Disability Gene Zdhhc9 Is Essential for Dendrite Outgrowth and Inhibitory Synapse Formation","Shimell JJ, Shah BS, Cain SM, Thouta S, Kuhlmann N, Tatarnikov I, Jovellar DB, Brigidi GS, Kass J, Milnerwood AJ, Snutch TP, Bamji SX.","Cell Rep. 2019 Nov 19;29(8):2422-2437.e8. doi: 10.1016/j.celrep.2019.10.065.","Shimell JJ","Cell Rep","2019","2019/11/21","","","10.1016/j.celrep.2019.10.065"
"11166117","A gain-of-function mutation in the sodium channel gene Scn2a results in seizures and behavioral abnormalities","Kearney JA, Plummer NW, Smith MR, Kapur J, Cummins TR, Waxman SG, Goldin AL, Meisler MH.","Neuroscience. 2001;102(2):307-17. doi: 10.1016/s0306-4522(00)00479-6.","Kearney JA","Neuroscience","2001","2001/02/13","","","10.1016/s0306-4522(00)00479-6"
"27612186","Loss-of-function mutation in RUSC2 causes intellectual disability and secondary microcephaly","Alwadei AH, Benini R, Mahmoud A, Alasmari A, Kamsteeg EJ, Alfadhel M.","Dev Med Child Neurol. 2016 Dec;58(12):1317-1322. doi: 10.1111/dmcn.13250. Epub 2016 Sep 9.","Alwadei AH","Dev Med Child Neurol","2016","2016/09/10","","","10.1111/dmcn.13250"
"19261880","The GABRG2 mutation, Q351X, associated with generalized epilepsy with febrile seizures plus, has both loss of function and dominant-negative suppression","Kang JQ, Shen W, Macdonald RL.","J Neurosci. 2009 Mar 4;29(9):2845-56. doi: 10.1523/JNEUROSCI.4772-08.2009.","Kang JQ","J Neurosci","2009","2009/03/06","PMC2754234","NIHMS103746","10.1523/JNEUROSCI.4772-08.2009"
"28982678","Functional assays for the assessment of the pathogenicity of variants of GOSR2, an ER-to-Golgi SNARE involved in progressive myoclonus epilepsies","Völker JM, Dergai M, Abriata LA, Mingard Y, Ysselstein D, Krainc D, Dal Peraro M, Fischer von Mollard G, Fasshauer D, Koliwer J, Schwake M.","Dis Model Mech. 2017 Dec 19;10(12):1391-1398. doi: 10.1242/dmm.029132.","Völker JM","Dis Model Mech","2017","2017/10/07","PMC5769602","","10.1242/dmm.029132"
"34345025","Delineating the molecular and phenotypic spectrum of the SETD1B-related syndrome","Weerts MJA, Lanko K, Guzmán-Vega FJ, Jackson A, Ramakrishnan R, Cardona-Londoño KJ, Peña-Guerra KA, van Bever Y, van Paassen BW, Kievit A, van Slegtenhorst M, Allen NM, Kehoe CM, Robinson HK, Pang L, Banu SH, Zaman M, Efthymiou S, Houlden H, Järvelä I, Lauronen L, Määttä T, Schrauwen I, Leal SM, Ruivenkamp CAL, Barge-Schaapveld DQCM, Peeters-Scholte CMPCD, Galehdari H, Mazaheri N, Sisodiya SM, Harrison V, Sun A, Thies J, Pedroza LA, Lara-Taranchenko Y, Chinn IK, Lupski JR, Garza-Flores A, McGlothlin J, Yang L, Huang S, Wang X, Jewett T, Rosso G, Lin X, Mohammed S, Merritt JL 2nd, Mirzaa GM, Timms AE, Scheck J, Elting MW, Polstra AM, Schenck L, Ruzhnikov MRZ, Vetro A, Montomoli M, Guerrini R, Koboldt DC, Mosher TM, Pastore MT, McBride KL, Peng J, Pan Z, Willemsen M, Koning S, Turnpenny PD, de Vries BBA, Gilissen C, Pfundt R, Lees M, Braddock SR, Klemp KC, Vansenne F, van Gijn ME, Quindipan C, Deardorff MA, Hamm JA, Putnam AM, Baud R, Walsh L, Lynch SA, Baptista J, Person RE, Monaghan KG, Crunk A, Keller-Ramey J, Reich A, Elloumi HZ, Alders M, Kerkhof J, McConkey H, Haghshenas S; Genomics England Research Consortium, Maroofian R, Sadikovic B, Banka S, Arold ST, Barakat TS.","Genet Med. 2021 Nov;23(11):2122-2137. doi: 10.1038/s41436-021-01246-2. Epub 2021 Aug 3.","Weerts MJA","Genet Med","2021","2021/08/04","PMC8553606","EMS133143","10.1038/s41436-021-01246-2"
"31085274","Challenges in the clinical interpretation of small de novo copy number variants in neurodevelopmental disorders","Magini P, Scarano E, Donati I, Sensi A, Mazzanti L, Perri A, Tamburrino F, Mongelli P, Percesepe A, Visconti P, Parmeggiani A, Seri M, Graziano C.","Gene. 2019 Jul 20;706:162-171. doi: 10.1016/j.gene.2019.05.007. Epub 2019 May 11.","Magini P","Gene","2019","2019/05/16","","","10.1016/j.gene.2019.05.007"
"32805448","Compassionate use of everolimus for refractory epilepsy in a patient with MTOR mosaic mutation","Hadouiri N, Darmency V, Guibaud L, Arzimanoglou A, Sorlin A, Carmignac V, Rivière JB, Huet F, Luu M, Bardou M, Thauvin-Robinet C, Vabres P, Faivre L.","Eur J Med Genet. 2020 Nov;63(11):104036. doi: 10.1016/j.ejmg.2020.104036. Epub 2020 Aug 14.","Hadouiri N","Eur J Med Genet","2020","2020/08/18","","","10.1016/j.ejmg.2020.104036"
"23667671","Functional characterization of a novel KCNJ11 in frame mutation-deletion associated with infancy-onset diabetes and a mild form of intermediate DEND: a battle between K(ATP) gain of channel activity and loss of channel expression","Lin YW, Li A, Grasso V, Battaglia D, Crinò A, Colombo C, Barbetti F, Nichols CG.","PLoS One. 2013 May 7;8(5):e63758. doi: 10.1371/journal.pone.0063758. Print 2013.","Lin YW","PLoS One","2013","2013/05/14","PMC3646792","","10.1371/journal.pone.0063758"
"22609941","Selective loss of AMPA receptors at corticothalamic synapses in the epileptic stargazer mouse","Barad Z, Shevtsova O, Arbuthnott GW, Leitch B.","Neuroscience. 2012 Aug 16;217:19-31. doi: 10.1016/j.neuroscience.2012.05.011. Epub 2012 May 17.","Barad Z","Neuroscience","2012","2012/05/22","","","10.1016/j.neuroscience.2012.05.011"
"23343562","TBC1D24 truncating mutation resulting in severe neurodegeneration","Guven A, Tolun A.","J Med Genet. 2013 Mar;50(3):199-202. doi: 10.1136/jmedgenet-2012-101313. Epub 2013 Jan 23.","Guven A","J Med Genet","2013","2013/01/25","","","10.1136/jmedgenet-2012-101313"
"20659958","Electroclinical characterization of epileptic seizures in leucine-rich, glioma-inactivated 1-deficient mice","Chabrol E, Navarro V, Provenzano G, Cohen I, Dinocourt C, Rivaud-Péchoux S, Fricker D, Baulac M, Miles R, Leguern E, Baulac S.","Brain. 2010 Sep;133(9):2749-62. doi: 10.1093/brain/awq171. Epub 2010 Jul 21.","Chabrol E","Brain","2010","2010/07/28","PMC2929330","","10.1093/brain/awq171"
"31282864","Vasoactive intestinal peptide-expressing interneurons are impaired in a mouse model of Dravet syndrome","Goff KM, Goldberg EM.","Elife. 2019 Jul 8;8:e46846. doi: 10.7554/eLife.46846.","Goff KM","Elife","2019","2019/07/09","PMC6629374","","10.7554/eLife.46846"
"30755602","Biallelic mutations in valyl-tRNA synthetase gene VARS are associated with a progressive neurodevelopmental epileptic encephalopathy","Friedman J, Smith DE, Issa MY, Stanley V, Wang R, Mendes MI, Wright MS, Wigby K, Hildreth A, Crawford JR, Koehler AE, Chowdhury S, Nahas S, Zhai L, Xu Z, Lo WS, James KN, Musaev D, Accogli A, Guerrero K, Tran LT, Omar TEI, Ben-Omran T, Dimmock D, Kingsmore SF, Salomons GS, Zaki MS, Bernard G, Gleeson JG.","Nat Commun. 2019 Feb 12;10(1):707. doi: 10.1038/s41467-018-07067-3.","Friedman J","Nat Commun","2019","2019/02/14","PMC6372641","","10.1038/s41467-018-07067-3"
"26384929","Recessive mutations in SLC13A5 result in a loss of citrate transport and cause neonatal epilepsy, developmental delay and teeth hypoplasia","Hardies K, de Kovel CG, Weckhuysen S, Asselbergh B, Geuens T, Deconinck T, Azmi A, May P, Brilstra E, Becker F, Barisic N, Craiu D, Braun KP, Lal D, Thiele H, Schubert J, Weber Y, van 't Slot R, Nürnberg P, Balling R, Timmerman V, Lerche H, Maudsley S, Helbig I, Suls A, Koeleman BP, De Jonghe P; autosomal recessive working group of the EuroEPINOMICS RES Consortium.","Brain. 2015 Nov;138(Pt 11):3238-50. doi: 10.1093/brain/awv263. Epub 2015 Sep 17.","Hardies K","Brain","2015","2015/09/20","","","10.1093/brain/awv263"
"25754450","The SCN1A mutation database: updating information and analysis of the relationships among genotype, functional alteration, and phenotype","Meng H, Xu HQ, Yu L, Lin GW, He N, Su T, Shi YW, Li B, Wang J, Liu XR, Tang B, Long YS, Yi YH, Liao WP.","Hum Mutat. 2015 Jun;36(6):573-80. doi: 10.1002/humu.22782. Epub 2015 Apr 13.","Meng H","Hum Mutat","2015","2015/03/11","","","10.1002/humu.22782"
"23524966","Sudden unexpected death in a mouse model of Dravet syndrome","Kalume F, Westenbroek RE, Cheah CS, Yu FH, Oakley JC, Scheuer T, Catterall WA.","J Clin Invest. 2013 Apr;123(4):1798-808. doi: 10.1172/JCI66220. Epub 2013 Mar 25.","Kalume F","J Clin Invest","2013","2013/03/26","PMC3613924","","10.1172/JCI66220"
"28067623","Seizure control through genetic and pharmacological manipulation of Pumilio in Drosophila: a key component of neuronal homeostasis","Lin WH, Giachello CN, Baines RA.","Dis Model Mech. 2017 Feb 1;10(2):141-150. doi: 10.1242/dmm.027045. Epub 2016 Dec 14.","Lin WH","Dis Model Mech","2017","2017/01/10","PMC5312004","","10.1242/dmm.027045"
"26223287","Cytochrome P450 2C19 polymorphisms and valproic acid-induced weight gain","Noai M, Soraoka H, Kajiwara A, Tanamachi Y, Oniki K, Nakagawa K, Ishitsu T, Saruwatari J.","Acta Neurol Scand. 2016 Mar;133(3):216-23. doi: 10.1111/ane.12473. Epub 2015 Jul 30.","Noai M","Acta Neurol Scand","2016","2015/07/31","","","10.1111/ane.12473"
"33880529","ATP1A2- and ATP1A3-associated early profound epileptic encephalopathy and polymicrogyria","Vetro A, Nielsen HN, Holm R, Hevner RF, Parrini E, Powis Z, Møller RS, Bellan C, Simonati A, Lesca G, Helbig KL, Palmer EE, Mei D, Ballardini E, Van Haeringen A, Syrbe S, Leuzzi V, Cioni G, Curry CJ, Costain G, Santucci M, Chong K, Mancini GMS, Clayton-Smith J, Bigoni S, Scheffer IE, Dobyns WB, Vilsen B, Guerrini R; ATP1A2/A3-collaborators.","Brain. 2021 Jun 22;144(5):1435-1450. doi: 10.1093/brain/awab052.","Vetro A","Brain","2021","2021/04/21","","","10.1093/brain/awab052"
"24591017","DEPDC5 mutations in genetic focal epilepsies of childhood","Lal D, Reinthaler EM, Schubert J, Muhle H, Riesch E, Kluger G, Jabbari K, Kawalia A, Bäumel C, Holthausen H, Hahn A, Feucht M, Neophytou B, Haberlandt E, Becker F, Altmüller J, Thiele H, Lemke JR, Lerche H, Nürnberg P, Sander T, Weber Y, Zimprich F, Neubauer BA.","Ann Neurol. 2014 May;75(5):788-92. doi: 10.1002/ana.24127. Epub 2014 Apr 14.","Lal D","Ann Neurol","2014","2014/03/05","","","10.1002/ana.24127"
"30033060","Rare coding variants in genes encoding GABA(A) receptors in genetic generalised epilepsies: an exome-based case-control study","May P, Girard S, Harrer M, Bobbili DR, Schubert J, Wolking S, Becker F, Lachance-Touchette P, Meloche C, Gravel M, Niturad CE, Knaus J, De Kovel C, Toliat M, Polvi A, Iacomino M, Guerrero-López R, Baulac S, Marini C, Thiele H, Altmüller J, Jabbari K, Ruppert AK, Jurkowski W, Lal D, Rusconi R, Cestèle S, Terragni B, Coombs ID, Reid CA, Striano P, Caglayan H, Siren A, Everett K, Møller RS, Hjalgrim H, Muhle H, Helbig I, Kunz WS, Weber YG, Weckhuysen S, Jonghe P, Sisodiya SM, Nabbout R, Franceschetti S, Coppola A, Vari MS, Kasteleijn-Nolst Trenité D, Baykan B, Ozbek U, Bebek N, Klein KM, Rosenow F, Nguyen DK, Dubeau F, Carmant L, Lortie A, Desbiens R, Clément JF, Cieuta-Walti C, Sills GJ, Auce P, Francis B, Johnson MR, Marson AG, Berghuis B, Sander JW, Avbersek A, McCormack M, Cavalleri GL, Delanty N, Depondt C, Krenn M, Zimprich F, Peter S, Nikanorova M, Kraaij R, van Rooij J, Balling R, Ikram MA, Uitterlinden AG, Avanzini G, Schorge S, Petrou S, Mantegazza M, Sander T, LeGuern E, Serratosa JM, Koeleman BPC, Palotie A, Lehesjoki AE, Nothnagel M, Nürnberg P, Maljevic S, Zara F, Cossette P, Krause R, Lerche H; Epicure Consortium; EuroEPINOMICS CoGIE Consortium, et al.","Lancet Neurol. 2018 Aug;17(8):699-708. doi: 10.1016/S1474-4422(18)30215-1. Epub 2018 Jul 17.","May P","Lancet Neurol","2018","2018/07/24","","","10.1016/S1474-4422(18)30215-1"
