PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30866059","Diagnostic implications of genetic copy number variation in epilepsy plus","Coppola A, Cellini E, Stamberger H, Saarentaus E, Cetica V, Lal D, Djémié T, Bartnik-Glaska M, Ceulemans B, Helen Cross J, Deconinck T, Masi S, Dorn T, Guerrini R, Hoffman-Zacharska D, Kooy F, Lagae L, Lench N, Lemke JR, Lucenteforte E, Madia F, Mefford HC, Morrogh D, Nuernberg P, Palotie A, Schoonjans AS, Striano P, Szczepanik E, Tostevin A, Vermeesch JR, Van Esch H, Van Paesschen W, Waters JJ, Weckhuysen S, Zara F, De Jonghe P, Sisodiya SM, Marini C; EuroEPINOMICS-RES Consortium; EpiCNV Consortium.","Epilepsia. 2019 Apr;60(4):689-706. doi: 10.1111/epi.14683. Epub 2019 Mar 13.","Coppola A","Epilepsia","2019","2019/03/14","PMC6488157","","10.1111/epi.14683"
"30564977","Sudden unexpected death with rare compound heterozygous variants in PRICKLE1","Hata Y, Yoshida K, Nishida N.","Neurogenetics. 2019 Mar;20(1):39-43. doi: 10.1007/s10048-018-0562-8. Epub 2018 Dec 18.","Hata Y","Neurogenetics","2019","2018/12/20","","","10.1007/s10048-018-0562-8"
"26477325","De novo KCNB1 mutations in infantile epilepsy inhibit repetitive neuronal firing","Saitsu H, Akita T, Tohyama J, Goldberg-Stern H, Kobayashi Y, Cohen R, Kato M, Ohba C, Miyatake S, Tsurusaki Y, Nakashima M, Miyake N, Fukuda A, Matsumoto N.","Sci Rep. 2015 Oct 19;5:15199. doi: 10.1038/srep15199.","Saitsu H","Sci Rep","2015","2015/10/20","PMC4609934","","10.1038/srep15199"
"32521962","[Clinical and genetic characteristics of children with STXBP1 encephalopathy]","Cao JJ, Ji XN, Mao YY, Zhang PP, Liu WT, Zhang HZ, Ding N, Chen Q.","Zhonghua Er Ke Za Zhi. 2020 Jun 2;58(6):493-498. doi: 10.3760/cma.j.cn112140-20191028-00683.","Cao JJ","Zhonghua Er Ke Za Zhi","2020","2020/06/12","","","10.3760/cma.j.cn112140-20191028-00683"
"33037762","De novo variants in WDR45 underlie beta-propeller protein-associated neurodegeneration in five independent families","Tang X, Lan X, Song X, Xu W, Zhang Y, Zhang H, Wu S.","Mol Genet Genomic Med. 2020 Nov;8(11):e1499. doi: 10.1002/mgg3.1499. Epub 2020 Oct 10.","Tang X","Mol Genet Genomic Med","2020","2020/10/10","PMC7667327","","10.1002/mgg3.1499"
"12083760","Significant correlation of the SCN1A mutations and severe myoclonic epilepsy in infancy","Ohmori I, Ouchida M, Ohtsuka Y, Oka E, Shimizu K.","Biochem Biophys Res Commun. 2002 Jul 5;295(1):17-23. doi: 10.1016/s0006-291x(02)00617-4.","Ohmori I","Biochem Biophys Res Commun","2002","2002/06/27","","","10.1016/s0006-291x(02)00617-4"
"29401530","Antiquitin Deficiency with Adolescent Onset Epilepsy: Molecular Diagnosis in a Mother of Affected Offsprings","Srinivasaraghavan R, Parameswaran N, Mathis D, Bürer C, Plecko B.","Neuropediatrics. 2018 Apr;49(2):154-157. doi: 10.1055/s-0037-1621721. Epub 2018 Feb 5.","Srinivasaraghavan R","Neuropediatrics","2018","2018/02/06","","","10.1055/s-0037-1621721"
"26138355","Whole-exome sequencing improves the diagnosis yield in sporadic infantile spasm syndrome","Dimassi S, Labalme A, Ville D, Calender A, Mignot C, Boutry-Kryza N, de Bellescize J, Rivier-Ringenbach C, Bourel-Ponchel E, Cheillan D, Simonet T, Maincent K, Rossi M, Till M, Mougou-Zerelli S, Edery P, Saad A, Heron D, des Portes V, Sanlaville D, Lesca G.","Clin Genet. 2016 Feb;89(2):198-204. doi: 10.1111/cge.12636. Epub 2015 Jul 30.","Dimassi S","Clin Genet","2016","2015/07/04","","","10.1111/cge.12636"
"27665729","New SMARCA2 mutation in a patient with Nicolaides-Baraitser syndrome and myoclonic astatic epilepsy","Tang S, Hughes E, Lascelles K; EuroEPINOMICS RES myoclonic astatic epilepsy working group, Simpson MA, Pal DK.","Am J Med Genet A. 2017 Jan;173(1):195-199. doi: 10.1002/ajmg.a.37935. Epub 2016 Sep 26.","Tang S","Am J Med Genet A","2017","2016/09/27","PMC5516167","","10.1002/ajmg.a.37935"
"25350058","[Dravet syndrome is a rare genetic epileptic disorder that can be mistaken for fever cramps]","Johannesen KM, Hansen MB.","Ugeskr Laeger. 2014 Mar 31;176(14):V11130656.","Johannesen KM","Ugeskr Laeger","2014","2014/10/29","","",""
"15781810","The frequency of intractable seizures after stopping AEDs in seizure-free children with epilepsy","Camfield P, Camfield C.","Neurology. 2005 Mar 22;64(6):973-5. doi: 10.1212/01.WNL.0000154517.82748.A7.","Camfield P","Neurology","2005","2005/03/23","","","10.1212/01.WNL.0000154517.82748.A7"
"17054697","Mosaic SCN1A mutation in familial severe myoclonic epilepsy of infancy","Marini C, Mei D, Helen Cross J, Guerrini R.","Epilepsia. 2006 Oct;47(10):1737-40. doi: 10.1111/j.1528-1167.2006.00675.x.","Marini C","Epilepsia","2006","2006/10/24","","","10.1111/j.1528-1167.2006.00675.x"
"18031548","Spectrum of epilepsy in terminal 1p36 deletion syndrome","Bahi-Buisson N, Guttierrez-Delicado E, Soufflet C, Rio M, Daire VC, Lacombe D, Héron D, Verloes A, Zuberi S, Burglen L, Afenjar A, Moutard ML, Edery P, Novelli A, Bernardini L, Dulac O, Nabbout R, Plouin P, Battaglia A.","Epilepsia. 2008 Mar;49(3):509-15. doi: 10.1111/j.1528-1167.2007.01424.x. Epub 2007 Nov 21.","Bahi-Buisson N","Epilepsia","2008","2007/11/23","","","10.1111/j.1528-1167.2007.01424.x"
"23542701","Mutations of DEPDC5 cause autosomal dominant focal epilepsies","Ishida S, Picard F, Rudolf G, Noé E, Achaz G, Thomas P, Genton P, Mundwiller E, Wolff M, Marescaux C, Miles R, Baulac M, Hirsch E, Leguern E, Baulac S.","Nat Genet. 2013 May;45(5):552-5. doi: 10.1038/ng.2601. Epub 2013 Mar 31.","Ishida S","Nat Genet","2013","2013/04/02","PMC5010101","EMS63557","10.1038/ng.2601"
"33063868","Novel variants in TBC1D24 associated with epilepsy and deafness: Report of two cases","Zhang N, Hou M, Ma S, Liu Y, Wei W, Chen Z.","Int J Dev Neurosci. 2021 Feb;81(1):98-105. doi: 10.1002/jdn.10070. Epub 2021 Jan 20.","Zhang N","Int J Dev Neurosci","2021","2020/10/16","","","10.1002/jdn.10070"
"30898514","New insights in phenomenology and treatment of epilepsy in CDKL5 encephalopathy","Melikishvili G, Epitashvili N, Tabatadze N, Chikvinidze G, Dulac O, Bienvenu T, Gataullina S.","Epilepsy Behav. 2019 May;94:308-311. doi: 10.1016/j.yebeh.2019.02.013. Epub 2019 Mar 18.","Melikishvili G","Epilepsy Behav","2019","2019/03/23","","","10.1016/j.yebeh.2019.02.013"
"20682179","Two novel mutations in SCN1A gene in Iranian patients with epilepsy","Ebrahimi A, Houshmand M, Tonekaboni SH, Fallah Mahboob Passand MS, Zainali S, Moghadasi M.","Arch Med Res. 2010 Apr;41(3):207-14. doi: 10.1016/j.arcmed.2010.04.007.","Ebrahimi A","Arch Med Res","2010","2010/08/05","","","10.1016/j.arcmed.2010.04.007"
"19951487","[Clinical analysis and screening for SCN1A gene mutation in two pedigrees of generalized epilepsies with febrile seizures plus]","Wang XH, Zhou SZ, Guo Q, Sun DK.","Zhonghua Er Ke Za Zhi. 2009 Aug;47(8):570-4.","Wang XH","Zhonghua Er Ke Za Zhi","2009","2009/12/03","","",""
"27766957","Copy number variations in Saudi family with intellectual disability and epilepsy","Naseer MI, Chaudhary AG, Rasool M, Kalamegam G, Ashgan FT, Assidi M, Ahmed F, Ansari SA, Zaidi SK, Jan MM, Al-Qahtani MH.","BMC Genomics. 2016 Oct 17;17(Suppl 9):757. doi: 10.1186/s12864-016-3091-6.","Naseer MI","BMC Genomics","2016","2016/10/22","PMC5073808","","10.1186/s12864-016-3091-6"
"23182416","Do mutations in SCN1B cause Dravet syndrome?","Kim YO, Dibbens L, Marini C, Suls A, Chemaly N, Mei D, McMahon JM, Iona X, Berkovic SF, De Jonghe P, Guerrini R, Nabbout R, Scheffer IE.","Epilepsy Res. 2013 Jan;103(1):97-100. doi: 10.1016/j.eplepsyres.2012.10.009. Epub 2012 Nov 20.","Kim YO","Epilepsy Res","2013","2012/11/28","","","10.1016/j.eplepsyres.2012.10.009"
"31199083","KCNQ2 mutations in childhood nonlesional epilepsy: Variable phenotypes and a novel mutation in a case series","Lee IC, Chang TM, Liang JS, Li SY.","Mol Genet Genomic Med. 2019 Jul;7(7):e00816. doi: 10.1002/mgg3.816. Epub 2019 Jun 14.","Lee IC","Mol Genet Genomic Med","2019","2019/06/15","PMC6625149","","10.1002/mgg3.816"
"28762286","Childhood-Onset Epileptic Encephalopathy Associated With Isolated Focal Cortical Dysplasia and a Novel TSC1 Germline Mutation","Hoelz H, Coppenrath E, Hoertnagel K, Roser T, Tacke M, Gerstl L, Borggraefe I.","Clin EEG Neurosci. 2018 May;49(3):187-191. doi: 10.1177/1550059417697841. Epub 2017 Mar 7.","Hoelz H","Clin EEG Neurosci","2018","2017/08/02","","","10.1177/1550059417697841"
"17239103","Benign myoclonic epilepsy in infancy (BMEI): a longitudinal electroclinical study of 22 cases","Darra F, Fiorini E, Zoccante L, Mastella L, Torniero C, Cortese S, Meneghello L, Fontana E, Bernardina BD.","Epilepsia. 2006;47 Suppl 5:31-5. doi: 10.1111/j.1528-1167.2006.00874.x.","Darra F","Epilepsia","2006","2007/01/24","","","10.1111/j.1528-1167.2006.00874.x"
"17143888","Tandem duplication of DMD exon 18 associated with epilepsy, macroglossia, and endocrinologic abnormalities","Weiss C, Jakubiczka S, Huebner A, Klopocki E, Kress W, Voit T, Hübner C, Schuelke M.","Muscle Nerve. 2007 Mar;35(3):396-401. doi: 10.1002/mus.20705.","Weiss C","Muscle Nerve","2007","2006/12/05","","","10.1002/mus.20705"
"17606885","Clinical and neuropathologic study of a French family with a mutation in the neuroserpin gene","Gourfinkel-An I, Duyckaerts C, Camuzat A, Meyrignac C, Sonderegger P, Baulac M, Brice A.","Neurology. 2007 Jul 3;69(1):79-83. doi: 10.1212/01.wnl.0000265052.99144.b5.","Gourfinkel-An I","Neurology","2007","2007/07/04","","","10.1212/01.wnl.0000265052.99144.b5"
"25847220","Mutation of CHRNA2 in a family with benign familial infantile seizures: Potential role of nicotinic acetylcholine receptor in various phenotypes of epilepsy","Trivisano M, Terracciano A, Milano T, Cappelletti S, Pietrafusa N, Bertini ES, Vigevano F, Specchio N.","Epilepsia. 2015 May;56(5):e53-7. doi: 10.1111/epi.12967. Epub 2015 Apr 3.","Trivisano M","Epilepsia","2015","2015/04/08","","","10.1111/epi.12967"
"30908667","Identification of a Novel CNV at 8q13 in a Family With Branchio-Oto-Renal Syndrome and Epilepsy","Men M, Li W, Chen H, Wu J, Feng Y, Guo H, Li JD.","Laryngoscope. 2020 Feb;130(2):526-532. doi: 10.1002/lary.27941. Epub 2019 Mar 25.","Men M","Laryngoscope","2020","2019/03/26","","","10.1002/lary.27941"
"14698691","When did neurologists and psychiatrists stop talking to each other?","Kanner AM.","Epilepsy Behav. 2003 Dec;4(6):597-601. doi: 10.1016/j.yebeh.2003.09.013.","Kanner AM","Epilepsy Behav","2003","2003/12/31","","","10.1016/j.yebeh.2003.09.013"
"16848308","SIRPIDs: a case study","Murphy MM.","Am J Electroneurodiagnostic Technol. 2006 Jun;46(2):159-64.","Murphy MM","Am J Electroneurodiagnostic Technol","2006","2006/07/20","","",""
"24372310","High-resolution molecular genomic autopsy reveals complex sudden unexpected death in epilepsy risk profile","Klassen TL, Bomben VC, Patel A, Drabek J, Chen TT, Gu W, Zhang F, Chapman K, Lupski JR, Noebels JL, Goldman AM.","Epilepsia. 2014 Feb;55(2):e6-12. doi: 10.1111/epi.12489. Epub 2013 Dec 24.","Klassen TL","Epilepsia","2014","2013/12/31","PMC4195652","NIHMS539015","10.1111/epi.12489"
"19339287","3-Methylcrotonyl-CoA carboxylase deficiency: phenotypic variability in a family","Eminoglu FT, Ozcelik AA, Okur I, Tumer L, Biberoglu G, Demir E, Hasanoglu A, Baumgartner MR.","J Child Neurol. 2009 Apr;24(4):478-81. doi: 10.1177/0883073808324536.","Eminoglu FT","J Child Neurol","2009","2009/04/03","","","10.1177/0883073808324536"
"15715999","A family of generalized epilepsy with febrile seizures plus type 2-a new missense mutation of SCN1A found in the pedigree of several patients with complex febrile seizures","Nagao Y, Mazaki-Miyazaki E, Okamura N, Takagi M, Igarashi T, Yamakawa K.","Epilepsy Res. 2005 Feb;63(2-3):151-6. doi: 10.1016/j.eplepsyres.2004.11.005.","Nagao Y","Epilepsy Res","2005","2005/02/18","","","10.1016/j.eplepsyres.2004.11.005"
"24288358","Modeling human epilepsy by TALEN targeting of mouse sodium channel Scn8a","Jones JM, Meisler MH.","Genesis. 2014 Feb;52(2):141-8. doi: 10.1002/dvg.22731. Epub 2013 Dec 12.","Jones JM","Genesis","2014","2013/11/30","PMC3973152","NIHMS558104","10.1002/dvg.22731"
"29329111","Severe peri-ictal respiratory dysfunction is common in Dravet syndrome","Kim Y, Bravo E, Thirnbeck CK, Smith-Mellecker LA, Kim SH, Gehlbach BK, Laux LC, Zhou X, Nordli DR Jr, Richerson GB.","J Clin Invest. 2018 Mar 1;128(3):1141-1153. doi: 10.1172/JCI94999. Epub 2018 Feb 12.","Kim Y","J Clin Invest","2018","2018/01/13","PMC5824857","","10.1172/JCI94999"
"32593294","Clinical and Genetic Study on a Chinese Patient with Infantile Onset Epileptic Encephalopathy carrying a PPP3CA Null Variant: a case report","Yang S, Shen X, Kang Q, Kuang X, Ning Z, Liu S, Liao H, Cao Z, Yang L.","BMC Pediatr. 2020 Jun 27;20(1):315. doi: 10.1186/s12887-020-02213-7.","Yang S","BMC Pediatr","2020","2020/06/29","PMC7320544","","10.1186/s12887-020-02213-7"
"33565063","[Clinical manifestation and genetic analysis of a child with early infantile epileptic encephalopathy 42]","Ran Y, Lyu Y, Bai H, Li C, Li-Ling J.","Zhonghua Yi Xue Yi Chuan Xue Za Zhi. 2021 Feb 10;38(2):127-130. doi: 10.3760/cma.j.cn511374-20201022-00743.","Ran Y","Zhonghua Yi Xue Yi Chuan Xue Za Zhi","2021","2021/02/10","","","10.3760/cma.j.cn511374-20201022-00743"
"34176003","Mild phenotype in a patient with developmental and epileptic encephalopathy carrying a novel de novo KCNB1 variant","Lu JM, Zhang JF, Ji CH, Hu J, Wang K.","Neurol Sci. 2021 Oct;42(10):4325-4327. doi: 10.1007/s10072-021-05388-8. Epub 2021 Jun 26.","Lu JM","Neurol Sci","2021","2021/06/27","","","10.1007/s10072-021-05388-8"
"29352316","KANSL1 variation is not a major contributing factor in self-limited focal epilepsy syndromes of childhood","Myers KA, McGlade A, Neubauer BA, Lal D, Berkovic SF, Scheffer IE, Hildebrand MS.","PLoS One. 2018 Jan 19;13(1):e0191546. doi: 10.1371/journal.pone.0191546. eCollection 2018.","Myers KA","PLoS One","2018","2018/01/21","PMC5774806","","10.1371/journal.pone.0191546"
"33201365","Dual diagnosis in a child with familial SCN8A-related encephalopathy complicated by a 1p13.2 deletion involving NRAS gene","Alagia M, Bernardo P, Genesio R, Gennaro E, Brunetti-Pierri N, Coppola A, Zara F, Striano P, Striano S, Terrone G.","Neurol Sci. 2021 May;42(5):2115-2117. doi: 10.1007/s10072-020-04898-1. Epub 2020 Nov 17.","Alagia M","Neurol Sci","2021","2020/11/17","","","10.1007/s10072-020-04898-1"
"20951066","Epilepsy surgery of posterior quadrant dysplasia in the first year of life: experience of a single centre with long term follow-up","Novegno F, Massimi L, Chieffo D, Battaglia D, Frassanito P, Bianco LF, Tartaglione T, Tamburrini G, Di Rocco C, Guzzetta F.","Seizure. 2011 Jan;20(1):27-33. doi: 10.1016/j.seizure.2010.09.015. Epub 2010 Oct 15.","Novegno F","Seizure","2011","2010/10/19","","","10.1016/j.seizure.2010.09.015"
"17431911","Contiguous deletion of the NDP, MAOA, MAOB, and EFHC2 genes in a patient with Norrie disease, severe psychomotor retardation and myoclonic epilepsy","Rodriguez-Revenga L, Madrigal I, Alkhalidi LS, Armengol L, González E, Badenas C, Estivill X, Milà M.","Am J Med Genet A. 2007 May 1;143A(9):916-20. doi: 10.1002/ajmg.a.31521.","Rodriguez-Revenga L","Am J Med Genet A","2007","2007/04/14","","","10.1002/ajmg.a.31521"
"2367771","[Psychiatric aspects of psychomotor epilepsy]","Linder M.","Schweiz Rundsch Med Prax. 1990 Jun 12;79(24):777-81.","Linder M","Schweiz Rundsch Med Prax","1990","1990/06/12","","",""
"28186331","Adult motor phenotype differentiates Dravet syndrome from Lennox-Gastaut syndrome and links SCN1A to early onset parkinsonian features","Aljaafari D, Fasano A, Nascimento FA, Lang AE, Andrade DM.","Epilepsia. 2017 Mar;58(3):e44-e48. doi: 10.1111/epi.13692. Epub 2017 Feb 10.","Aljaafari D","Epilepsia","2017","2017/02/11","","","10.1111/epi.13692"
"27871432","A novel mutation in PGAP2 gene causes developmental delay, intellectual disability, epilepsy and microcephaly in consanguineous Saudi family","Naseer MI, Rasool M, Jan MM, Chaudhary AG, Pushparaj PN, Abuzenadah AM, Al-Qahtani MH.","J Neurol Sci. 2016 Dec 15;371:121-125. doi: 10.1016/j.jns.2016.10.027. Epub 2016 Oct 18.","Naseer MI","J Neurol Sci","2016","2016/11/23","","","10.1016/j.jns.2016.10.027"
"21053371","Mutations and deletions in PCDH19 account for various familial or isolated epilepsies in females","Depienne C, Trouillard O, Bouteiller D, Gourfinkel-An I, Poirier K, Rivier F, Berquin P, Nabbout R, Chaigne D, Steschenko D, Gautier A, Hoffman-Zacharska D, Lannuzel A, Lackmy-Port-Lis M, Maurey H, Dusser A, Bru M, Gilbert-Dussardier B, Roubertie A, Kaminska A, Whalen S, Mignot C, Baulac S, Lesca G, Arzimanoglou A, LeGuern E.","Hum Mutat. 2011 Jan;32(1):E1959-75. doi: 10.1002/humu.21373.","Depienne C","Hum Mutat","2011","2010/11/06","PMC3033517","","10.1002/humu.21373"
"17436254","Mutations in TCF4, encoding a class I basic helix-loop-helix transcription factor, are responsible for Pitt-Hopkins syndrome, a severe epileptic encephalopathy associated with autonomic dysfunction","Amiel J, Rio M, de Pontual L, Redon R, Malan V, Boddaert N, Plouin P, Carter NP, Lyonnet S, Munnich A, Colleaux L.","Am J Hum Genet. 2007 May;80(5):988-93. doi: 10.1086/515582. Epub 2007 Mar 23.","Amiel J","Am J Hum Genet","2007","2007/04/17","PMC1852736","","10.1086/515582"
"29429257","[Clinical features and gene analysis of TBC1D24 gene mutation related early-onset focal myoclonic epilepsy]","Leng XR, Ye J, Zhou QL, Qi XH, Dong YH, Zhang LP, Zhang YF, Wang YP, Li LP, Lin YC.","Zhonghua Yi Xue Za Zhi. 2018 Feb 6;98(6):445-449. doi: 10.3760/cma.j.issn.0376-2491.2018.06.010.","Leng XR","Zhonghua Yi Xue Za Zhi","2018","2018/02/13","","","10.3760/cma.j.issn.0376-2491.2018.06.010"
"32173089","Electroclinical variability of pyridoxine-dependent epilepsy caused by ALDH7A1 gene mutations in four Taiwanese children","Lee HF, Chi CS, Tsai CR.","Brain Dev. 2020 May;42(5):393-401. doi: 10.1016/j.braindev.2020.02.005. Epub 2020 Mar 12.","Lee HF","Brain Dev","2020","2020/03/17","","","10.1016/j.braindev.2020.02.005"
"28330972","Fatal Cerebral Edema With Status Epilepticus in Children With Dravet Syndrome: Report of 5 Cases","Myers KA, McMahon JM, Mandelstam SA, Mackay MT, Kalnins RM, Leventer RJ, Scheffer IE.","Pediatrics. 2017 Apr;139(4):e20161933. doi: 10.1542/peds.2016-1933. Epub 2017 Mar 22.","Myers KA","Pediatrics","2017","2017/03/24","","","10.1542/peds.2016-1933"
"24324372","The significance of IDH1 mutations in tumor-associated seizure in 60 Chinese patients with low-grade gliomas","Liang R, Fan Y, Wang X, Mao Q, Liu Y.","ScientificWorldJournal. 2013 Nov 13;2013:403942. doi: 10.1155/2013/403942. eCollection 2013.","Liang R","ScientificWorldJournal","2013","2013/12/11","PMC3845343","","10.1155/2013/403942"
"29630124","Study of candidate gene cHRNA4 for familial epilepsy syndrome","Wang N, Huang HL, Zhou H.","Eur Rev Med Pharmacol Sci. 2018 Mar;22(6):1765-1769. doi: 10.26355/eurrev_201803_14594.","Wang N","Eur Rev Med Pharmacol Sci","2018","2018/04/10","","","10.26355/eurrev_201803_14594"
"15654555","LGI1 gene mutation screening in sporadic partial epilepsy with auditory features","Flex E, Pizzuti A, Di Bonaventura C, Douzgou S, Egeo G, Fattouch J, Manfredi M, Dallapiccola B, Giallonardo AT.","J Neurol. 2005 Jan;252(1):62-6. doi: 10.1007/s00415-005-0599-0.","Flex E","J Neurol","2005","2005/01/18","","","10.1007/s00415-005-0599-0"
"26645412","GABRB3 mutations: a new and emerging cause of early infantile epileptic encephalopathy","Papandreou A, McTague A, Trump N, Ambegaonkar G, Ngoh A, Meyer E, Scott RH, Kurian MA.","Dev Med Child Neurol. 2016 Apr;58(4):416-20. doi: 10.1111/dmcn.12976. Epub 2015 Dec 9.","Papandreou A","Dev Med Child Neurol","2016","2015/12/10","PMC4864756","","10.1111/dmcn.12976"
"26786403","Nocturnal frontal lobe epilepsy caused by a mutation in the GATOR1 complex gene NPRL3","Korenke GC, Eggert M, Thiele H, Nürnberg P, Sander T, Steinlein OK.","Epilepsia. 2016 Mar;57(3):e60-3. doi: 10.1111/epi.13307. Epub 2016 Jan 20.","Korenke GC","Epilepsia","2016","2016/01/21","","","10.1111/epi.13307"
"29295803","Differential effects on sodium current impairments by distinct SCN1A mutations in GABAergic neurons derived from Dravet syndrome patients","Kim HW, Quan Z, Kim YB, Cheong E, Kim HD, Cho M, Jang J, Yoo YR, Lee JS, Kim JH, Kim YI, Kim DS, Kang HC.","Brain Dev. 2018 Apr;40(4):287-298. doi: 10.1016/j.braindev.2017.12.002. Epub 2017 Dec 30.","Kim HW","Brain Dev","2018","2018/01/04","","","10.1016/j.braindev.2017.12.002"
"27600546","SLC6A1 Mutation and Ketogenic Diet in Epilepsy With Myoclonic-Atonic Seizures","Palmer S, Towne MC, Pearl PL, Pelletier RC, Genetti CA, Shi J, Beggs AH, Agrawal PB, Brownstein CA.","Pediatr Neurol. 2016 Nov;64:77-79. doi: 10.1016/j.pediatrneurol.2016.07.012. Epub 2016 Jul 28.","Palmer S","Pediatr Neurol","2016","2016/09/08","PMC5223550","NIHMS839675","10.1016/j.pediatrneurol.2016.07.012"
"22131395","Recessive loss-of-function mutation in the pacemaker HCN2 channel causing increased neuronal excitability in a patient with idiopathic generalized epilepsy","DiFrancesco JC, Barbuti A, Milanesi R, Coco S, Bucchi A, Bottelli G, Ferrarese C, Franceschetti S, Terragni B, Baruscotti M, DiFrancesco D.","J Neurosci. 2011 Nov 30;31(48):17327-37. doi: 10.1523/JNEUROSCI.3727-11.2011.","DiFrancesco JC","J Neurosci","2011","2011/12/02","PMC6623833","","10.1523/JNEUROSCI.3727-11.2011"
"23517570","TBC1D24 mutation associated with focal epilepsy, cognitive impairment and a distinctive cerebro-cerebellar malformation","Afawi Z, Mandelstam S, Korczyn AD, Kivity S, Walid S, Shalata A, Oliver KL, Corbett M, Gecz J, Berkovic SF, Jackson GD.","Epilepsy Res. 2013 Jul;105(1-2):240-4. doi: 10.1016/j.eplepsyres.2013.02.005. Epub 2013 Mar 19.","Afawi Z","Epilepsy Res","2013","2013/03/23","","","10.1016/j.eplepsyres.2013.02.005"
"31584066","A novel nonsense and inactivating variant of ST3GAL3 in two infant siblings suffering severe epilepsy and expressing circulating CA19.9","Indellicato R, Domenighini R, Malagolini N, Cereda A, Mamoli D, Pezzani L, Iascone M, dall'Olio F, Trinchera M.","Glycobiology. 2020 Jan 28;30(2):95-104. doi: 10.1093/glycob/cwz079.","Indellicato R","Glycobiology","2020","2019/10/05","","","10.1093/glycob/cwz079"
"21204806","Two distinct regions in 2q24.2-q24.3 associated with idiopathic epilepsy","Krepischi AC, Knijnenburg J, Bertola DR, Kim CA, Pearson PL, Bijlsma E, Szuhai K, Kok F, Vianna-Morgante AM, Rosenberg C.","Epilepsia. 2010 Dec;51(12):2457-60. doi: 10.1111/j.1528-1167.2010.02742.x. Epub 2010 Sep 30.","Krepischi AC","Epilepsia","2010","2011/01/06","","","10.1111/j.1528-1167.2010.02742.x"
"22780858","Dravet syndrome: seizure control and gait in adults with different SCN1A mutations","Rilstone JJ, Coelho FM, Minassian BA, Andrade DM.","Epilepsia. 2012 Aug;53(8):1421-8. doi: 10.1111/j.1528-1167.2012.03583.x. Epub 2012 Jul 10.","Rilstone JJ","Epilepsia","2012","2012/07/12","","","10.1111/j.1528-1167.2012.03583.x"
"22118685","High frequency of known copy number abnormalities and maternal duplication 15q11-q13 in patients with combined schizophrenia and epilepsy","Stewart LR, Hall AL, Kang SH, Shaw CA, Beaudet AL.","BMC Med Genet. 2011 Nov 25;12:154. doi: 10.1186/1471-2350-12-154.","Stewart LR","BMC Med Genet","2011","2011/11/29","PMC3239290","","10.1186/1471-2350-12-154"
"31926053","Expanding the genotype-phenotype correlation of de novo heterozygous missense variants in YWHAG as a cause of developmental and epileptic encephalopathy","Kanani F, Titheradge H, Cooper N, Elmslie F, Lees MM, Juusola J, Pisani L, McKenna C, Mignot C, Valence S, Keren B, Lachlan K; DDD Study, Balasubramanian M.","Am J Med Genet A. 2020 Apr;182(4):713-720. doi: 10.1002/ajmg.a.61483. Epub 2020 Jan 11.","Kanani F","Am J Med Genet A","2020","2020/01/12","","","10.1002/ajmg.a.61483"
"25578555","Uniparental disomy as a cause of spinal muscular atrophy and progressive myoclonic epilepsy: phenotypic homogeneity due to the homozygous c.125C>T mutation in ASAH1","Giráldez BG, Guerrero-López R, Ortega-Moreno L, Verdú A, Carrascosa-Romero MC, García-Campos Ó, García-Muñozguren S, Pardal-Fernández JM, Serratosa JM.","Neuromuscul Disord. 2015 Mar;25(3):222-4. doi: 10.1016/j.nmd.2014.11.007. Epub 2014 Nov 22.","Giráldez BG","Neuromuscul Disord","2015","2015/01/13","","","10.1016/j.nmd.2014.11.007"
"32089526","A novel de novo mutation in the PURA gene associated with a new clinical finding: large brainstem","Rodríguez-García ME, Cotrina-Vinagre FJ, Arranz-Canales E, Aragón AM, Hernández-Sánchez L, Rodríguez-Fornés F, Carnicero-Rodríguez P, Morales-Conejo M, Martín-Hernández E, Martínez-Azorín F.","J Genet. 2020;99:7.","Rodríguez-García ME","J Genet","2020","2020/02/25","","",""
"32779182","Homozygous TAF1C variants are associated with a novel childhood-onset neurological phenotype","Knuutinen O, Pyle A, Suo-Palosaari M, Duff J, Froukh T, Lehesjoki AE, Kangas SM, Cassidy J, Maraqa L, Keski-Filppula R, Kokkonen H, Uusimaa J, Horvath R, Vieira P.","Clin Genet. 2020 Nov;98(5):493-498. doi: 10.1111/cge.13827. Epub 2020 Aug 25.","Knuutinen O","Clin Genet","2020","2020/08/12","","","10.1111/cge.13827"
"32723706","Autosomal dominant lateral temporal lobe epilepsy associated with a novel reelin mutation","Michelucci R, Dazzo E, Volpi L, Pasini E, Riguzzi P, Minardi R, Marliani AF, Tappatà M, Bisulli F, Tassinari CA, Nobile C.","Epileptic Disord. 2020 Aug 1;22(4):443-448. doi: 10.1684/epd.2020.1176.","Michelucci R","Epileptic Disord","2020","2020/07/30","","","10.1684/epd.2020.1176"
